"","unlist.company.","unlist.industry.","unlist.TPoint."
"12990","네오콤(주)","제조/화학","2.0"
"12991","네오팝콘(주)","미디어/디자인","2.0"
"12992","네이트(주)","IT/웹/통신","3.0"
"12993","넥스모션(주)","IT/웹/통신","3.5"
"12994","넥스바이오(주)","유통/무역/운송","3.8"
"12995","넥스트브랜드(주)","미디어/디자인","1.5"
"12996","뉴로드크리에이티브","미디어/디자인","4.3"
"12997","뉴야베스(주)","서비스업","2.8"
"12998","다날소프트(주)","IT/웹/통신","3.3"
"12999","다올커뮤니케이션(주)","은행/금융업","3.0"
"13000","다윈텍(주)","제조/화학","2.3"
"13001","다짐커뮤니케이션(주)","IT/웹/통신","2.5"
"13002","닥프렌즈","기관/협회","3.8"
"13003","단우건축사사무소(주)","건설업","2.8"
"13004","대경산업(주)","건설업","2.8"
"13005","대경테크(주)","제조/화학","1.8"
"13006","대구방송(주)","미디어/디자인","3.0"
"13007","대길산업","제조/화학","2.8"
"13008","대륜엔지니어링(주)","건설업","1.5"
"13009","대성정기(주)","제조/화학","2.8"
"13010","대성정보시스템(주)","유통/무역/운송","2.3"
"13011","대승의료기기(주)","유통/무역/운송","1.8"
"13012","대영금속(주)","제조/화학","2.5"
"13013","대원산업(주)","제조/화학","1.8"
"13014","대일정공(주)","제조/화학","1.5"
"13015","대한수출포장(주)","제조/화학","2.5"
"13016","대한피부과학회","미디어/디자인","2.8"
"13017","대현상공(주)","유통/무역/운송","2.5"
"13018","더공감(주)","서비스업","2.3"
"13019","더더씨앤씨(주)","IT/웹/통신","3.0"
"13020","더아시아(주)","서비스업","2.3"
"13021","더키움인터내셔널","유통/무역/운송","2.3"
"13022","덴소풍성(주)","제조/화학","2.8"
"13023","델코(주)","제조/화학","2.3"
"13024","도피오(주)","제조/화학","3.3"
"13025","돌고래아지트","제조/화학","2.8"
"13026","동부(주)","제조/화학","3.3"
"13027","동산밸브","제조/화학","1.8"
"13028","동성정공(주)","제조/화학","2.3"
"13029","동승(주)","제조/화학","2.8"
"13030","동양환경(주)","제조/화학","2.8"
"13031","동하테크(주)","서비스업","2.5"
"13032","두양테크서비스(주)","유통/무역/운송","2.5"
"13033","디에스이(주)","유통/무역/운송","3.3"
"13034","디에스트레이딩코리아(주)","유통/무역/운송","2.8"
"13035","디자인그룹멘토(주)","건설업","1.5"
"13036","디클(주)","IT/웹/통신","2.5"
"13037","럭스퍼트(주)","제조/화학","1.8"
"13038","레이어(주)","유통/무역/운송","2.8"
"13039","렉스이엔씨(주)","건설업","2.8"
"13040","로뎀코리아","유통/무역/운송","2.3"
"13041","동하테크(주)","서비스업","2.5"
"13042","두양테크서비스(주)","유통/무역/운송","2.5"
"13043","디에스이(주)","유통/무역/운송","3.3"
"13044","디에스트레이딩코리아(주)","유통/무역/운송","2.8"
"13045","디자인그룹멘토(주)","건설업","1.5"
"13046","디클(주)","IT/웹/통신","2.5"
"13047","럭스퍼트(주)","제조/화학","1.8"
"13048","레이어(주)","유통/무역/운송","2.8"
"13049","렉스이엔씨(주)","건설업","2.8"
"13050","로뎀코리아","유통/무역/운송","2.3"
"13051","로벨코리아(주)","서비스업","1.5"
"13052","로케뜨코리아(유)","제조/화학","3.5"
"13053","로코드(주)","IT/웹/통신","4.3"
"13054","리드메디(주)","유통/무역/운송","3.5"
"13055","리스광시스템(주)","제조/화학","4.0"
"13056","리우크리에이티브(주)","유통/무역/운송","2.0"
"13057","리프앤바인(주)","미디어/디자인","3.0"
"13058","리한도어(주)","제조/화학","2.8"
"13059","마들렌상점(주)","유통/무역/운송","3.5"
"13060","마임","제조/화학","3.0"
"13061","마케팅인텔리전스(주)","기관/협회","1.5"
"13062","맥쿼리캐피탈코리아(주)","서비스업","3.8"
"13063","메리츠금융서비스(주)","은행/금융업","2.3"
"13064","명성세미트론(주)","제조/화학","2.5"
"13065","모니터그룹 코리아","기관/협회","3.5"
"13066","모바일젠(주)","IT/웹/통신","1.5"
"13067","모비엠(주)","미디어/디자인","2.0"
"13068","모비클(주)","IT/웹/통신","3.0"
"13069","무카스(주)","유통/무역/운송","3.5"
"13070","뮤직소프트(주)","유통/무역/운송","3.0"
"13071","미디어빌리지테크(주)","제조/화학","2.3"
"13072","미디어채널(주)","IT/웹/통신","2.0"
"13073","미래넷(주)","IT/웹/통신","3.0"
"13074","미래로에듀(주)","교육업","2.5"
"13075","미래여성병원","의료/제약/복지","2.3"
"13076","바로로지스(주)","유통/무역/운송","2.0"
"13077","바우스글로벌(주)","기관/협회","1.0"
"13078","바이맘(주)","제조/화학","2.8"
"13079","바임컨설팅(주)","기관/협회","3.5"
"13080","바클레이즈캐피탈증권(주)","은행/금융업","3.3"
"13081","벌룬스틱스코리아(주)","제조/화학","3.5"
"13082","벨루가오션","서비스업","3.8"
"13083","보이스웨어(주)","IT/웹/통신","2.8"
"13084","부강샘스(주)","제조/화학","3.3"
"13085","부경산업개발(주)","건설업","3.0"
"13086","부동산플래너(주)","건설업","1.8"
"13087","부천산업진흥재단","서비스업","3.3"
"13088","브랫빌리지(주)","IT/웹/통신","2.0"
"13089","브러쉬씨어터(유)","미디어/디자인","3.8"
"13090","브이트론(주)","IT/웹/통신","2.0"
"13091","벌룬스틱스코리아(주)","제조/화학","3.5"
"13092","벨루가오션","서비스업","3.8"
"13093","보이스웨어(주)","IT/웹/통신","2.8"
"13094","부강샘스(주)","제조/화학","3.3"
"13095","부경산업개발(주)","건설업","3.0"
"13096","부동산플래너(주)","건설업","1.8"
"13097","부천산업진흥재단","서비스업","3.3"
"13098","브랫빌리지(주)","IT/웹/통신","2.0"
"13099","브러쉬씨어터(유)","미디어/디자인","3.8"
"13100","브이트론(주)","IT/웹/통신","2.0"
"13101","비디에이코리아","은행/금융업","3.5"
"13102","비상(주)","제조/화학","2.5"
"13103","비스켓글로벌(주)","미디어/디자인","3.3"
"13104","비에스캐피탈(주)","은행/금융업","3.5"
"13105","비엔케미칼(주)","제조/화학","2.0"
"13106","비영리IT지원센터","기관/협회","3.0"
"13107","비즈엠텍(주)","IT/웹/통신","2.3"
"13108","비코코리아(유)","유통/무역/운송","3.0"
"13109","비큐러스","은행/금융업","2.5"
"13110","비타마인드(주)","IT/웹/통신","2.3"
"13111","비트라이스(주)","유통/무역/운송","3.5"
"13112","사이버씨브이에스(주)","IT/웹/통신","3.5"
"13113","산웅엔지니어링(주)","제조/화학","2.5"
"13114","삼일교육(주)","유통/무역/운송","1.5"
"13115","삼화(주)","제조/화학","1.3"
"13116","삼화기업(주)","제조/화학","2.0"
"13117","삼회산업(주)","제조/화학","2.0"
"13118","상락푸드(주)","서비스업","3.8"
"13119","상진정밀(주)","제조/화학","3.0"
"13120","새아소프트(주)","IT/웹/통신","2.3"
"13121","새한비아이에프(주)","유통/무역/운송","2.3"
"13122","서울생주조(주)","제조/화학","1.8"
"13123","석화디자인(주)","제조/화학","3.3"
"13124","선경스틸(주)","유통/무역/운송","1.8"
"13125","성경정밀(주)","제조/화학","4.3"
"13126","성신메탈(주)","제조/화학","1.8"
"13127","세미어드밴스드테크놀로지어쏘시에이션코리아(주)","기관/협회","2.8"
"13128","세스트(주)","제조/화학","2.8"
"13129","세이프모션","IT/웹/통신","3.0"
"13130","세정씨푸드","제조/화학","2.0"
"13131","센티오스(주)","IT/웹/통신","2.3"
"13132","소모홀딩스(주)","유통/무역/운송","2.3"
"13133","소프트빅뱅(주)","IT/웹/통신","3.3"
"13134","수성문화재단","미디어/디자인","2.5"
"13135","수완에너지(주)","제조/화학","3.3"
"13136","스쿨뮤직(주)","유통/무역/운송","4.0"
"13137","스킨애니버셔리스파(주)","유통/무역/운송","1.8"
"13138","시노베이트리미티드한국지점","기관/협회","4.0"
"13139","시스네트정보(주)","유통/무역/운송","2.3"
"13140","시우이엔씨(주)","건설업","1.5"
"13141","시즈까코리아(주)","유통/무역/운송","1.5"
"13142","신성엔지니어링","유통/무역/운송","2.0"
"13143","신세계에스브이엔(주)","제조/화학","3.0"
"13144","신아이티(주)","IT/웹/통신","3.5"
"13145","신양엔지니어링","제조/화학","2.3"
"13146","신영에스디(주)","유통/무역/운송","3.5"
"13147","신일정밀","제조/화학","2.8"
"13148","신한금속(주)","건설업","2.3"
"13149","신화건설(주)","건설업","3.5"
"13150","실바코코리아(주)","IT/웹/통신","1.5"
"13151","싱그람영농조합법인","제조/화학","3.0"
"13152","썬스타문구(주)","제조/화학","2.5"
"13153","쓰리디플러스(주)","제조/화학","3.0"
"13154","씨스존(주)","IT/웹/통신","1.5"
"13155","씨씨피컴포지트코리아(주)","제조/화학","2.5"
"13156","씨앤마케팅서비스(주)","미디어/디자인","3.8"
"13157","씨앤씨미디어(주)","IT/웹/통신","2.0"
"13158","씨에스디(주)","미디어/디자인","2.0"
"13159","씽크유저(주)","IT/웹/통신","3.0"
"13160","아람멀티미디어","기관/협회","3.0"
"13161","싱그람영농조합법인","제조/화학","3.0"
"13162","썬스타문구(주)","제조/화학","2.5"
"13163","쓰리디플러스(주)","제조/화학","3.0"
"13164","씨스존(주)","IT/웹/통신","1.5"
"13165","씨씨피컴포지트코리아(주)","제조/화학","2.5"
"13166","씨앤마케팅서비스(주)","미디어/디자인","3.8"
"13167","씨앤씨미디어(주)","IT/웹/통신","2.0"
"13168","씨에스디(주)","미디어/디자인","2.0"
"13169","씽크유저(주)","IT/웹/통신","3.0"
"13170","아람멀티미디어","기관/협회","3.0"
"13171","아리수투어(주)","서비스업","3.0"
"13172","아미아이티(주)","IT/웹/통신","3.5"
"13173","아울시스템즈(주)","IT/웹/통신","2.0"
"13174","아이언(주)","제조/화학","3.3"
"13175","아이퀘스트서비스(주)","유통/무역/운송","2.0"
"13176","아임디자인(주)","건설업","2.5"
"13177","아주통신(주)","건설업","3.3"
"13178","아즈텍시스템","서비스업","2.5"
"13179","아크로워터테크(주)","제조/화학","3.5"
"13180","아키스(주)","IT/웹/통신","3.0"
"13181","아리수투어(주)","서비스업","3.0"
"13182","아미아이티(주)","IT/웹/통신","3.5"
"13183","아울시스템즈(주)","IT/웹/통신","2.0"
"13184","아이언(주)","제조/화학","3.3"
"13185","아이퀘스트서비스(주)","유통/무역/운송","2.0"
"13186","아임디자인(주)","건설업","2.5"
"13187","아주통신(주)","건설업","3.3"
"13188","아즈텍시스템","서비스업","2.5"
"13189","아크로워터테크(주)","제조/화학","3.5"
"13190","아키스(주)","IT/웹/통신","3.0"
"13191","아테나스랩(주)","IT/웹/통신","4.5"
"13192","아트엠플러스(주)","미디어/디자인","3.3"
"13193","아프러스시스템(주)","IT/웹/통신","3.0"
"13194","아프로(주)","유통/무역/운송","3.0"
"13195","아프로캐피탈(주)","은행/금융업","2.0"
"13196","안켐(주)","제조/화학","3.8"
"13197","알지비(주)","제조/화학","3.0"
"13198","알파자산운용(주)","은행/금융업","2.5"
"13199","알파클라우드(주)","유통/무역/운송","2.5"
"13200","암페놀대신전자정밀(주)","제조/화학","2.5"
"13201","아테나스랩(주)","IT/웹/통신","4.5"
"13202","아트엠플러스(주)","미디어/디자인","3.3"
"13203","아프러스시스템(주)","IT/웹/통신","3.0"
"13204","아프로(주)","유통/무역/운송","3.0"
"13205","아프로캐피탈(주)","은행/금융업","2.0"
"13206","안켐(주)","제조/화학","3.8"
"13207","알지비(주)","제조/화학","3.0"
"13208","알파자산운용(주)","은행/금융업","2.5"
"13209","알파클라우드(주)","유통/무역/운송","2.5"
"13210","암페놀대신전자정밀(주)","제조/화학","2.5"
"13211","애니모션텍(주)","제조/화학","2.5"
"13212","애드스프링(주)","미디어/디자인","2.5"
"13213","액츠원(주)","IT/웹/통신","2.5"
"13214","앤씨컴퍼니","기관/협회","4.0"
"13215","앤아텍디자인(주)","건설업","2.5"
"13216","야나코코리아(주)","제조/화학","3.5"
"13217","어드벤쳐월드(주)","서비스업","2.3"
"13218","어스그린코리아(주)","제조/화학","3.3"
"13219","어울림엘시스(주)","IT/웹/통신","1.5"
"13220","에덴유엔아이(주)","IT/웹/통신","1.0"
"13221","에스더블유비케이(주)","미디어/디자인","3.5"
"13222","에스비아이코스머니(주)","은행/금융업","3.0"
"13223","에스에스씨피(주)","유통/무역/운송","3.5"
"13224","에스엠무역상사(주)","유통/무역/운송","3.5"
"13225","에스엠솔루션즈(주)","제조/화학","1.5"
"13226","에스엠에이시스템(주)","건설업","1.3"
"13227","에스엠지(주)","제조/화학","2.5"
"13228","에스엠크리에이티브그룹(주)","제조/화학","2.5"
"13229","에스티씨(주)","제조/화학","3.8"
"13230","에스티엑스솔라(주)","제조/화학","2.3"
"13231","에어로젤코리아(주)","유통/무역/운송","3.8"
"13232","에어마카우(주)","유통/무역/운송","3.5"
"13233","에어카고차터(주)","유통/무역/운송","2.0"
"13234","에이디반도체(주)","제조/화학","3.0"
"13235","에이엠에스(주)","유통/무역/운송","2.3"
"13236","에이치알스타","서비스업","3.0"
"13237","에이치지엠(주)","제조/화학","2.8"
"13238","에이투티소프트(주)","IT/웹/통신","1.5"
"13239","에이트웍스(주)","미디어/디자인","2.8"
"13240","에이프린팅(주)","미디어/디자인","3.5"
"13241","에프에이뱅크(주)","제조/화학","1.8"
"13242","에프투시스템(주)","IT/웹/통신","3.0"
"13243","엠텍소프트(주)","IT/웹/통신","2.5"
"13244","엠티코리아(주)","제조/화학","3.3"
"13245","여수문화방송","미디어/디자인","1.5"
"13246","연세로하스(주)","의료/제약/복지","1.8"
"13247","연안알루미늄(주)","제조/화학","3.0"
"13248","영화식품(주)","제조/화학","2.5"
"13249","예솔엘앤디(주)","유통/무역/운송","1.8"
"13250","예스컴이엔티(주)","미디어/디자인","1.3"
"13251","예스콘","서비스업","2.8"
"13252","오디뮤지컬컴퍼니(주)","미디어/디자인","3.3"
"13253","오로라게임즈(주)","IT/웹/통신","2.0"
"13254","온더스카이(주)","IT/웹/통신","3.5"
"13255","온리원파트너스(주)","서비스업","4.3"
"13256","온미디어(주)","유통/무역/운송","3.3"
"13257","온세메디칼(주)","유통/무역/운송","4.3"
"13258","온컬처인(주)","서비스업","2.0"
"13259","올웨이즈봄(주)","미디어/디자인","2.8"
"13260","와이즈키즈","IT/웹/통신","4.0"
"13261","와이즈피어(주)","IT/웹/통신","2.8"
"13262","용수산","서비스업","4.0"
"13263","용주상사(주)","제조/화학","2.3"
"13264","우리넷정보통신(주)","유통/무역/운송","2.0"
"13265","우리시스템","제조/화학","2.0"
"13266","우영산업(주)","유통/무역/운송","1.5"
"13267","워터베어소프트(주)","IT/웹/통신","1.8"
"13268","월성(주)","제조/화학","1.5"
"13269","웰메이드커뮤니케이션(주)","미디어/디자인","2.5"
"13270","위비(주)","유통/무역/운송","1.5"
"13271","위샤오(주)","IT/웹/통신","3.8"
"13272","위즈넷(주)","IT/웹/통신","3.5"
"13273","윈링크(주)","유통/무역/운송","1.0"
"13274","유나이티드홀리데이(주)","서비스업","1.3"
"13275","유니네오(주)","서비스업","2.3"
"13276","유니온투자파트너스(주)","은행/금융업","4.5"
"13277","유니원시스템(주)","IT/웹/통신","3.3"
"13278","유니파이시스템즈(주)","IT/웹/통신","3.3"
"13279","유라이프소프트(주)","IT/웹/통신","3.5"
"13280","유비게이트씨엔씨(주)","IT/웹/통신","2.8"
"13281","위샤오(주)","IT/웹/통신","3.8"
"13282","위즈넷(주)","IT/웹/통신","3.5"
"13283","윈링크(주)","유통/무역/운송","1.0"
"13284","유나이티드홀리데이(주)","서비스업","1.3"
"13285","유니네오(주)","서비스업","2.3"
"13286","유니온투자파트너스(주)","은행/금융업","4.5"
"13287","유니원시스템(주)","IT/웹/통신","3.3"
"13288","유니파이시스템즈(주)","IT/웹/통신","3.3"
"13289","유라이프소프트(주)","IT/웹/통신","3.5"
"13290","유비게이트씨엔씨(주)","IT/웹/통신","2.8"
"13291","유아트(주)","IT/웹/통신","3.0"
"13292","유일산업개발(주)","건설업","2.3"
"13293","유진건철(주)","제조/화학","2.3"
"13294","유텍무역(주)","유통/무역/운송","3.0"
"13295","유텍시스템(주)","제조/화학","1.5"
"13296","유투인터랙티브(주)","IT/웹/통신","3.0"
"13297","의료법인명경의료재단","의료/제약/복지","2.3"
"13298","의료법인백송의료재단","의료/제약/복지","1.5"
"13299","이노밸커뮤니케이션즈(주)","서비스업","2.8"
"13300","이노웍스(주)","제조/화학","1.3"
"13301","이디케이(주)","제조/화학","2.0"
"13302","이레엔지니어링","제조/화학","4.5"
"13303","이메이션코리아(주)","유통/무역/운송","3.5"
"13304","이미지마케팅연구소(주)","미디어/디자인","1.5"
"13305","이산솔루션(주)","IT/웹/통신","1.8"
"13306","이소프트시스템(주)","IT/웹/통신","3.5"
"13307","이스크멤버스(주)","IT/웹/통신","3.5"
"13308","이엑스엠지(주)","서비스업","1.3"
"13309","이엠미디어(주)","미디어/디자인","3.0"
"13310","이엠씨컴플라이언스(주)","제조/화학","2.8"
"13311","이엠에스","서비스업","2.5"
"13312","이지시스템(주)","IT/웹/통신","4.0"
"13313","이피에스코리아(주)","제조/화학","2.3"
"13314","익스포트메디아(주)","미디어/디자인","4.0"
"13315","인디스토리(주)","미디어/디자인","2.8"
"13316","인벤티브헬스코리아(유)","기관/협회","4.0"
"13317","인터내셔널스타컴","서비스업","2.5"
"13318","인테크","IT/웹/통신","2.8"
"13319","인텍솔루션(주)","IT/웹/통신","3.0"
"13320","인트라웍스(주)","유통/무역/운송","3.5"
"13321","일선기업","제조/화학","2.5"
"13322","일우텍(주)","건설업","1.3"
"13323","일천산업","제조/화학","1.3"
"13324","자본재공제조합","은행/금융업","3.0"
"13325","자연공간(주)","미디어/디자인","3.3"
"13326","제이더블유파트너(주)","IT/웹/통신","3.5"
"13327","제이리교역","유통/무역/운송","2.0"
"13328","제이씨커뮤니케이션(주)","서비스업","2.3"
"13329","제이앤티씨(주)","제조/화학","3.5"
"13330","제이에스건설(주)","건설업","2.8"
"13331","제이에프엔비","제조/화학","2.3"
"13332","제이제트인터내셔널(주)","유통/무역/운송","2.8"
"13333","제이피엠엔지니어링(주)","건설업","2.8"
"13334","제주감귤농업협동조합","은행/금융업","3.3"
"13335","중앙에너비스(주)","유통/무역/운송","2.0"
"13336","중앙일보재무법인(주)","기관/협회","2.8"
"13337","지나인아이엔씨(주)","IT/웹/통신","2.5"
"13338","지에스에이케이(주)","IT/웹/통신","2.8"
"13339","지에스이(주)","제조/화학","4.0"
"13340","지에스케이건설(주)","건설업","2.8"
"13341","지엔에스와타미푸드앤베버리지서비스","기관/협회","2.0"
"13342","지엔코커뮤니케이션(주)","제조/화학","2.8"
"13343","지이캐피탈코리아(주)","은행/금융업","4.3"
"13344","지큐브스페이스(주)","건설업","4.8"
"13345","참빛글(주)","미디어/디자인","1.5"
"13346","참피온(주)","제조/화학","4.0"
"13347","창성개발(주)","건설업","2.5"
"13348","창의메디칼(주)","제조/화학","2.0"
"13349","청명(주)","미디어/디자인","2.8"
"13350","청아원(주)","유통/무역/운송","3.0"
"13351","카엘젬백스(주)","기관/협회","2.3"
"13352","칸토덴카코리아(주)","유통/무역/운송","3.3"
"13353","캔두무역(주)","제조/화학","1.3"
"13354","커리어디스커버리(주)","IT/웹/통신","2.5"
"13355","커리어시스컴(주)","서비스업","3.5"
"13356","컴피아(주)","건설업","2.0"
"13357","케이디씨(주)","제조/화학","1.8"
"13358","케이디엘(주)","IT/웹/통신","2.8"
"13359","케이스픽스(주)","기관/협회","3.3"
"13360","케이테코(주)","제조/화학","1.5"
"13361","케이티엔(주)","유통/무역/운송","2.3"
"13362","케이팝유나이티드(주)","미디어/디자인","2.8"
"13363","코나빈스(주)","기관/협회","3.3"
"13364","코룩스(주)","제조/화학","2.3"
"13365","코리아나(주)","제조/화학","3.5"
"13366","코리아머트리얼(주)","유통/무역/운송","2.0"
"13367","코스모글로벌(주)","유통/무역/운송","2.5"
"13368","코아시스템(주)","IT/웹/통신","2.3"
"13369","코어세스코리아(주)","제조/화학","3.0"
"13370","코이스(주)","기관/협회","1.5"
"13371","코코스코리아(주)","교육업","2.8"
"13372","쿼드스포츠앤라이프스타일(주)","미디어/디자인","2.0"
"13373","큐리어스(주)","제조/화학","2.5"
"13374","큐블릭미디어(주)","IT/웹/통신","4.5"
"13375","크라우드캐스트(주)","IT/웹/통신","2.8"
"13376","크루셜칩스(주)","제조/화학","2.3"
"13377","클리어뷰헬스케어(주)","제조/화학","3.5"
"13378","타이포디자인연구소","미디어/디자인","3.3"
"13379","타임투박스","건설업","4.0"
"13380","탈레스코리아(주)","서비스업","3.3"
"13381","코코스코리아(주)","교육업","2.8"
"13382","쿼드스포츠앤라이프스타일(주)","미디어/디자인","2.0"
"13383","큐리어스(주)","제조/화학","2.5"
"13384","큐블릭미디어(주)","IT/웹/통신","4.5"
"13385","크라우드캐스트(주)","IT/웹/통신","2.8"
"13386","크루셜칩스(주)","제조/화학","2.3"
"13387","클리어뷰헬스케어(주)","제조/화학","3.5"
"13388","타이포디자인연구소","미디어/디자인","3.3"
"13389","타임투박스","건설업","4.0"
"13390","탈레스코리아(주)","서비스업","3.3"
"13391","탑코리아(주)","제조/화학","3.0"
"13392","탑화재특종손해사정(주)","은행/금융업","2.3"
"13393","태림이엔티(주)","건설업","2.8"
"13394","태영티알티(주)","제조/화학","2.3"
"13395","태형금속공업(주)","제조/화학","2.5"
"13396","터보테크(주)","유통/무역/운송","2.5"
"13397","테라이엔이(주)","제조/화학","1.5"
"13398","테스트와이즈시사영어학원(주)","교육업","3.3"
"13399","트레디아(주)","유통/무역/운송","1.8"
"13400","트루에이치알(주)","서비스업","4.5"
"13401","트루폭시","유통/무역/운송","2.8"
"13402","트리움(주)","기관/협회","2.8"
"13403","특허법인리온","기관/협회","3.3"
"13404","티온미디어","IT/웹/통신","3.3"
"13405","티컴즈(주)","IT/웹/통신","2.3"
"13406","팀데이터이십일(주)","IT/웹/통신","1.8"
"13407","팀시스템(주)","건설업","2.8"
"13408","팀올(주)","IT/웹/통신","3.8"
"13409","팁스밸리(주)","IT/웹/통신","3.3"
"13410","파빌리온자산운용(주)","은행/금융업","2.5"
"13411","트루폭시","유통/무역/운송","2.8"
"13412","트리움(주)","기관/협회","2.8"
"13413","특허법인리온","기관/협회","3.3"
"13414","티온미디어","IT/웹/통신","3.3"
"13415","티컴즈(주)","IT/웹/통신","2.3"
"13416","팀데이터이십일(주)","IT/웹/통신","1.8"
"13417","팀시스템(주)","건설업","2.8"
"13418","팀올(주)","IT/웹/통신","3.8"
"13419","팁스밸리(주)","IT/웹/통신","3.3"
"13420","파빌리온자산운용(주)","은행/금융업","2.5"
"13421","팔핑거드레겐코리아","제조/화학","2.8"
"13422","패라매트릭코리아(주)","IT/웹/통신","2.5"
"13423","퍼시즌투어(주)","서비스업","1.3"
"13424","펀게임(주)","IT/웹/통신","1.5"
"13425","페스코라인즈코리아(주)","유통/무역/운송","3.0"
"13426","페이먼트월(주)","IT/웹/통신","4.3"
"13427","평진종합관리(주)","서비스업","1.8"
"13428","포앤비(주)","IT/웹/통신","3.5"
"13429","풍월당(주)","교육업","3.0"
"13430","프라임위너스","유통/무역/운송","3.0"
"13431","프로메트릭","교육업","4.0"
"13432","프로비던스(주)","미디어/디자인","1.5"
"13433","프로휴먼(주)","서비스업","3.8"
"13434","프리머스(주)","제조/화학","2.3"
"13435","프리아이커뮤니케이션(주)","IT/웹/통신","3.0"
"13436","플라스크모바일(주)","IT/웹/통신","1.0"
"13437","플라웍스(주)","제조/화학","2.8"
"13438","플러벤스(주)","제조/화학","2.5"
"13439","플레이포게임즈(주)","IT/웹/통신","1.8"
"13440","피씨에스원코리아(주)","유통/무역/운송","2.8"
"13441","피씨엠","기관/협회","2.5"
"13442","피플웍스커뮤니케이션(주)","미디어/디자인","1.8"
"13443","하나로드림(주)","IT/웹/통신","3.5"
"13444","하나테크","유통/무역/운송","3.8"
"13445","하베코리아(주)","제조/화학","4.3"
"13446","하이캐피탈대부(주)","은행/금융업","3.0"
"13447","한국나이스기술단(주)","제조/화학","2.5"
"13448","한국도핑방지위원회","의료/제약/복지","1.0"
"13449","한국보쉬디젤(유)","제조/화학","4.0"
"13450","한국비투아컨설팅","IT/웹/통신","2.3"
"13451","한국사료협회","기관/협회","3.0"
"13452","한국사빅이노베이티브플라스틱(유)","제조/화학","3.3"
"13453","한국선불카드(주)","IT/웹/통신","4.8"
"13454","한국솔베이정밀화학(주)","제조/화학","3.8"
"13455","한국스탠다드차타드캐피탈(주)","은행/금융업","3.3"
"13456","한국오릭스렌텍(주)","서비스업","2.3"
"13457","한국유지관리(주)","건설업","2.3"
"13458","한국장애인자립생활센터총연합회","기관/협회","2.5"
"13459","한국전력기술인협회","미디어/디자인","3.8"
"13460","한국조혈모세포은행협회","의료/제약/복지","3.0"
"13461","한국카스코(주)","유통/무역/운송","1.5"
"13462","한국카스퍼스키랩(주)","IT/웹/통신","2.5"
"13463","한국트리비움팩키징(주)","제조/화학","2.5"
"13464","한미산업(주)","제조/화학","2.3"
"13465","한보화학(주)","유통/무역/운송","3.0"
"13466","한샘물류","제조/화학","2.5"
"13467","한성물류","유통/무역/운송","2.5"
"13468","한양철강(주)","유통/무역/운송","2.0"
"13469","한일(주)","제조/화학","2.0"
"13470","한진에스엠(주)","유통/무역/운송","3.5"
"13471","한컴(주)","IT/웹/통신","2.5"
"13472","한컴캠퍼스","교육업","2.5"
"13473","한협통상(주)","유통/무역/운송","1.0"
"13474","해왕해운(주)","유통/무역/운송","3.0"
"13475","해피텔","유통/무역/운송","2.5"
"13476","헤브런(주)","IT/웹/통신","3.3"
"13477","헤비파츠(주)","유통/무역/운송","2.5"
"13478","헤이프레스토(주)","미디어/디자인","2.8"
"13479","현대중앙기획(주)","미디어/디자인","2.3"
"13480","현대케미칼","유통/무역/운송","2.8"
"13481","현우서비스(주)","서비스업","2.3"
"13482","현일테크","제조/화학","2.3"
"13483","현진에버빌(주)","건설업","3.0"
"13484","협진기계(주)","제조/화학","1.5"
"13485","호성실업(주)","제조/화학","1.5"
"13486","홀로스메딕(주)","의료/제약/복지","2.3"
"13487","화영시스템즈(주)","제조/화학","2.0"
"13488","화인코(주)","제조/화학","2.8"
"13489","활로커뮤니케이션즈","서비스업","2.3"
"13490","후윈즈(주)","서비스업","4.3"
"13491","휴먼네트워크(주)","서비스업","2.5"
"13492","휴먼소프트웨어(주)","IT/웹/통신","1.0"
"13493","휴센(주)","유통/무역/운송","3.3"
"13494","희림상사","제조/화학","3.0"
"13495","(사)대한의료관광협의회","기관/협회","2.0"
"13496","(사)한국수출입협회","기관/협회","1.0"
"13497","(재)동천","기관/협회","4.0"
"13498","(재)로이교육재단","교육업","2.3"
"13499","(재)제주고고학연구소","서비스업","1.3"
"13500","(재)지능형자동차부품진흥원","서비스업","3.7"
"13501","(재)한국고등교육재단","기관/협회","2.3"
"13502","(주)100케이션","교육업","3.7"
"13503","(주)감동란","제조/화학","1.7"
"13504","(주)감성한스푼","IT/웹/통신","4.7"
"13505","(주)고비","제조/화학","2.0"
"13506","(주)공업사스토어","유통/무역/운송","4.3"
"13507","(주)국제에스티","제조/화학","3.0"
"13508","(주)굿앤컴퍼니","건설업","3.0"
"13509","(주)그린월드팜","제조/화학","3.0"
"13510","(주)글로벌비즈니스앤파트너스","서비스업","4.3"
"13511","(주)긱","제조/화학","1.0"
"13512","(주)넥스다임","IT/웹/통신","3.0"
"13513","(주)노드락코리아","제조/화학","3.3"
"13514","(주)누아","IT/웹/통신","3.3"
"13515","(주)뉴런핏","제조/화학","1.3"
"13516","(주)뉴스포츠산업","유통/무역/운송","3.0"
"13517","(주)늘푸른정보기술","유통/무역/운송","3.3"
"13518","(주)님블뉴런","IT/웹/통신","3.0"
"13519","(주)닥터하우스","유통/무역/운송","4.0"
"13520","(주)더블유메딕스","유통/무역/운송","3.3"
"13521","(주)더블유지우리조트","서비스업","2.7"
